Entry	Entry name	Status	Protein names	Gene names	Organism	Length	yourlist:M2017100483C3DD8CE55183C76102DC5D3A26728BEC41F24
P0AD57	ISPB_ECOLI	reviewed	Octaprenyl diphosphate synthase (EC 2.5.1.90) (All-trans-octaprenyl-diphosphate synthase) (Octaprenyl pyrophosphate synthase) (OPP synthase)	ispB cel yhbD b3187 JW3154	Escherichia coli (strain K12)	323	P19641
P0A7W7	RS8_ECOLI	reviewed	30S ribosomal protein S8 (Small ribosomal subunit protein uS8)	rpsH b3306 JW3268	Escherichia coli (strain K12)	130	P02361
P0A7W8	RS8_ECOL6	reviewed	30S ribosomal protein S8	rpsH c4070	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	130	P02361
P0A7X2	RS8_SHIFL	reviewed	30S ribosomal protein S8	rpsH SF3338 S4424	Shigella flexneri	130	P02361
P0A7X0	RS8_SALTY	reviewed	30S ribosomal protein S8	rpsH STM3426	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	130	P02361
P0A7X1	RS8_SALTI	reviewed	30S ribosomal protein S8	rpsH STY4372 t4079	Salmonella typhi	130	P02361
P0A7W9	RS8_ECO57	reviewed	30S ribosomal protein S8	rpsH Z4676 ECs4171	Escherichia coli O157:H7	130	P02361
P37194	SLP_ECOLI	reviewed	Outer membrane protein slp	slp b3506 JW3474	Escherichia coli (strain K12)	188	P37194
P0A7T2	RS13_SHIFL	reviewed	30S ribosomal protein S13	rpsM SF3330 S4432	Shigella flexneri	118	P02369
P0A7T0	RS13_ECOL6	reviewed	30S ribosomal protein S13	rpsM c4060	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	118	P02369
P0A7T1	RS13_ECO57	reviewed	30S ribosomal protein S13	rpsM Z4668 ECs4163	Escherichia coli O157:H7	118	P02369
P0A7S9	RS13_ECOLI	reviewed	30S ribosomal protein S13 (Small ribosomal subunit protein uS13)	rpsM b3298 JW3260	Escherichia coli (strain K12)	118	P02369
P63177	RLMB_ECOLI	reviewed	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase)	rlmB yjfH b4180 JW4138	Escherichia coli (strain K12)	243	P39290
P63178	RLMB_ECOL6	reviewed	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase)	rlmB c5264	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	243	P39290
P63179	RLMB_ECO57	reviewed	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase)	rlmB Z5787 ECs5156	Escherichia coli O157:H7	243	P39290
P63180	RLMB_SHIFL	reviewed	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase)	rlmB SF4335 S4603	Shigella flexneri	243	P39290
P0AEU7	SKP_ECOLI	reviewed	Chaperone protein Skp (DNA-binding 17 kDa protein) (Histone-like protein HLP-1) (Seventeen kilodalton protein)	skp hlpA ompH b0178 JW0173	Escherichia coli (strain K12)	161	P11457
P0AEU8	SKP_ECOL6	reviewed	Chaperone protein Skp	skp hlpA c0215	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	161	P11457
P0AEV0	SKP_SHIFL	reviewed	Chaperone protein Skp	skp hlpA SF0168 S0171	Shigella flexneri	161	P11457
P0AEU9	SKP_ECO57	reviewed	Chaperone protein Skp	skp hlpA Z0190 ECs0180	Escherichia coli O157:H7	161	P11457
P77455	PAAZ_ECOLI	reviewed	Bifunctional protein PaaZ [Includes: 2-oxepin-2(3H)-ylideneacetyl-CoA hydrolase (EC 3.3.2.12) (Oxepin-CoA hydrolase); 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (EC 1.2.1.91)]	paaZ maoC ydbN b1387 JW1382	Escherichia coli (strain K12)	681	P77455
P27302	TKT1_ECOLI	reviewed	Transketolase 1 (TK 1) (EC 2.2.1.1)	tktA tkt b2935 JW5478	Escherichia coli (strain K12)	663	P27302
P07913	TDH_ECOLI	reviewed	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103) (L-threonine dehydrogenase)	tdh b3616 JW3591	Escherichia coli (strain K12)	341	P07913
P28304	QOR1_ECOLI	reviewed	Quinone oxidoreductase 1 (EC 1.6.5.5) (NADPH:quinone reductase 1) (Zeta-crystallin homolog protein)	qorA hcz qor qor1 b4051 JW4011	Escherichia coli (strain K12)	327	P28304
P05793	ILVC_ECOLI	reviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 2) (Ketol-acid reductoisomerase type II)	ilvC b3774 JW3747	Escherichia coli (strain K12)	491	P05793
P0A6R1	FABH_ECOL6	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH c1360	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	317	P24249
P0A6R2	FABH_ECO57	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH Z1730 ECs1469	Escherichia coli O157:H7	317	P24249
P0A6R0	FABH_ECOLI	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III) (EcFabH)	fabH b1091 JW1077	Escherichia coli (strain K12)	317	P24249
P64535	RCNB_ECOL6	reviewed	Nickel/cobalt homeostasis protein RcnB	rcnB c2634	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	112	P76426
P64534	RCNB_ECOLI	reviewed	Nickel/cobalt homeostasis protein RcnB	rcnB yohN b2107 JW5346	Escherichia coli (strain K12)	112	P76426
P0A762	NANE_ECOL6	reviewed	Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase)	nanE c3977	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	229	P45426
P0A761	NANE_ECOLI	reviewed	Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase)	nanE yhcJ b3223 JW3192	Escherichia coli (strain K12)	229	P45426
P0ACY9	YEBG_ECOLI	reviewed	Uncharacterized protein YebG	yebG b1848 JW1837	Escherichia coli (strain K12)	96	P33220
P0ACZ0	YEBG_ECOL6	reviewed	Uncharacterized protein YebG	yebG c2260	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	96	P33220
P0ACZ1	YEBG_ECO57	reviewed	Uncharacterized protein YebG	yebG Z2900 ECs2558	Escherichia coli O157:H7	96	P33220
P08956	T1RK_ECOLI	reviewed	Type I restriction enzyme EcoKI R protein (R.EcoKI) (EC 3.1.21.3)	hsdR hsr b4350 JW4313	Escherichia coli (strain K12)	1170	P08956
P33363	BGLX_ECOLI	reviewed	Periplasmic beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	bglX yohA b2132 JW2120	Escherichia coli (strain K12)	765	P33363
P37689	GPMI_ECOLI	reviewed	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgmI yibO b3612 JW3587	Escherichia coli (strain K12)	514	P37689
P76256	TSAB_ECOLI	reviewed	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB)	tsaB yeaZ b1807 JW1796	Escherichia coli (strain K12)	231	P76256
P61517	CAN_ECOLI	reviewed	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase 2)	can cynT2 yadF b0126 JW0122	Escherichia coli (strain K12)	220	P61517
P0AAI3	FTSH_ECOLI	reviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-) (Cell division protease FtsH)	ftsH hflB mrsC std tolZ b3178 JW3145	Escherichia coli (strain K12)	644	P28691
P0AAI4	FTSH_SHIFL	reviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH hflB SF3218 S3436	Shigella flexneri	644	P28691
P45748	TSAC_ECOLI	reviewed	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (Ribosome maturation factor TsaC) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	tsaC rimN yrdC b3282 JW3243	Escherichia coli (strain K12)	190	P45748
P33643	RLUD_ECOLI	reviewed	Ribosomal large subunit pseudouridine synthase D (EC 5.4.99.23) (23S rRNA pseudouridine(1911/1915/1917) synthase) (rRNA pseudouridylate synthase D) (rRNA-uridine isomerase D)	rluD sfhB yfiI b2594 JW2576	Escherichia coli (strain K12)	326	P33643
P0A957	ALKH_ECO57	reviewed	KHG/KDPG aldolase [Includes: 4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) (2-keto-4-hydroxyglutarate aldolase) (KHG-aldolase); 2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14) (2-keto-3-deoxy-6-phosphogluconate aldolase) (KDPG-aldolase) (Phospho-2-dehydro-3-deoxygluconate aldolase) (Phospho-2-keto-3-deoxygluconate aldolase)]	eda Z2902 ECs2560	Escherichia coli O157:H7	213	P10177
P0A958	ALKH_SHIFL	reviewed	KHG/KDPG aldolase [Includes: 4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) (2-keto-4-hydroxyglutarate aldolase) (KHG-aldolase); 2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14) (2-keto-3-deoxy-6-phosphogluconate aldolase) (KDPG-aldolase) (Phospho-2-dehydro-3-deoxygluconate aldolase) (Phospho-2-keto-3-deoxygluconate aldolase)]	eda SF1860 S1926	Shigella flexneri	213	P10177
P0A955	ALKH_ECOLI	reviewed	KHG/KDPG aldolase [Includes: 4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) (2-keto-4-hydroxyglutarate aldolase) (KHG-aldolase); 2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14) (2-keto-3-deoxy-6-phosphogluconate aldolase) (KDPG-aldolase) (Phospho-2-dehydro-3-deoxygluconate aldolase) (Phospho-2-keto-3-deoxygluconate aldolase)]	eda hga kdgA b1850 JW1839	Escherichia coli (strain K12)	213	P10177
P0A956	ALKH_ECOL6	reviewed	KHG/KDPG aldolase [Includes: 4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) (2-keto-4-hydroxyglutarate aldolase) (KHG-aldolase); 2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14) (2-keto-3-deoxy-6-phosphogluconate aldolase) (KDPG-aldolase) (Phospho-2-dehydro-3-deoxygluconate aldolase) (Phospho-2-keto-3-deoxygluconate aldolase)]	eda c2263	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	213	P10177
P00864	CAPP_ECOLI	reviewed	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc glu b3956 JW3928	Escherichia coli (strain K12)	883	P00864
P24218	INTD_ECOLI	reviewed	Prophage integrase IntD (Prophage DLP12 integrase) (Prophage QSR' integrase)	intD int b0537 JW0525	Escherichia coli (strain K12)	387	P24218
P0C060	IBPB_SHIFL	reviewed	Small heat shock protein IbpB (16 kDa heat shock protein B)	ibpB SF3777 S3993	Shigella flexneri	142	P29210
P0C059	IBPB_ECOL6	reviewed	Small heat shock protein IbpB (16 kDa heat shock protein B)	ibpB c4606	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	142	P29210
P0C058	IBPB_ECOLI	reviewed	Small heat shock protein IbpB (16 kDa heat shock protein B)	ibpB hslS htpE b3686 JW3663	Escherichia coli (strain K12)	142	P29210
P0A832	SSRP_ECOLI	reviewed	SsrA-binding protein (Small protein B)	smpB smqB b2620 JW2601	Escherichia coli (strain K12)	160	P32052
P0A833	SSRP_ECOL6	reviewed	SsrA-binding protein (Small protein B)	smpB smqB c3142	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	160	P32052
P0A834	SSRP_ECO57	reviewed	SsrA-binding protein (Small protein B)	smpB smqB Z3913 ECs3482	Escherichia coli O157:H7	160	P32052
P0A835	SSRP_SHIFL	reviewed	SsrA-binding protein (Small protein B)	smpB smqB SF2679 S2857	Shigella flexneri	160	P32052
P67603	YQFB_ECOLI	reviewed	UPF0267 protein YqfB	yqfB b2900 JW2868	Escherichia coli (strain K12)	103	Q46828
P67604	YQFB_ECO57	reviewed	UPF0267 protein YqfB	yqfB Z4238 ECs3772	Escherichia coli O157:H7	103	Q46828
P0A8R1	RRAA_ECOL6	reviewed	Regulator of ribonuclease activity A	rraA menG c4881	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	161	P32165
P0A8R2	RRAA_ECO57	reviewed	Regulator of ribonuclease activity A	rraA menG Z5476 ECs4856	Escherichia coli O157:H7	161	P32165
P0A8R0	RRAA_ECOLI	reviewed	Regulator of ribonuclease activity A	rraA menG yiiV b3929 JW3900	Escherichia coli (strain K12)	161	P32165
P0A8R3	RRAA_SHIFL	reviewed	Regulator of ribonuclease activity A	rraA menG SF4007 S3740	Shigella flexneri	161	P32165
P0AFB7	NTRB_SHIFL	reviewed	Nitrogen regulation protein NR(II) (EC 2.7.13.3)	glnL SF3939 S3807	Shigella flexneri	349	P06712
P0AFB5	NTRB_ECOLI	reviewed	Nitrogen regulation protein NR(II) (EC 2.7.13.3)	glnL glnR ntrB b3869 JW3840	Escherichia coli (strain K12)	349	P06712
P0AFB6	NTRB_ECO57	reviewed	Nitrogen regulation protein NR(II) (EC 2.7.13.3)	glnL Z5405 ECs4791	Escherichia coli O157:H7	349	P06712
P0AFJ3	PHNA_ECO57	reviewed	Protein PhnA	phnA Z5710 ECs5090	Escherichia coli O157:H7	111	P16680
P0AFJ4	PHNA_SHIFL	reviewed	Protein PhnA	phnA SF4115 S3615	Shigella flexneri	111	P16680
P0AFJ1	PHNA_ECOLI	reviewed	Protein PhnA	phnA yjdM b4108 JW4069	Escherichia coli (strain K12)	111	P16680
P0AFJ2	PHNA_ECOL6	reviewed	Protein PhnA	phnA c5113	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	111	P16680
P0A6W8	GREA_SHIFL	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA SF3221 S3439	Shigella flexneri	158	P21346
P0A6W6	GREA_ECOL6	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA c3938	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	158	P21346
P0A6W7	GREA_ECO57	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA Z4543 ECs4060	Escherichia coli O157:H7	158	P21346
P0A6W5	GREA_ECOLI	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA b3181 JW3148	Escherichia coli (strain K12)	158	P21346
P0AG17	PUR1_SHIFL	reviewed	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF SF2388 S2523	Shigella flexneri	505	P00496
P0AG16	PUR1_ECOLI	reviewed	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF b2312 JW2309	Escherichia coli (strain K12)	505	P00496
P0A7U5	RS19_ECO57	reviewed	30S ribosomal protein S19	rpsS Z4687 ECs4181	Escherichia coli O157:H7	92	P02375
P0A7U6	RS19_SHIFL	reviewed	30S ribosomal protein S19	rpsS SF3348 S4414	Shigella flexneri	92	P02375
P0A7U3	RS19_ECOLI	reviewed	30S ribosomal protein S19 (Small ribosomal subunit protein uS19)	rpsS b3316 JW3278	Escherichia coli (strain K12)	92	P02375
P0A7U4	RS19_ECOL6	reviewed	30S ribosomal protein S19	rpsS c4083	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	92	P02375
P60651	SPEB_ECOLI	reviewed	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	speB b2937 JW2904	Escherichia coli (strain K12)	306	P60651
P76372	WZZB_ECOLI	reviewed	Chain length determinant protein (Polysaccharide antigen chain regulator)	wzzB cld rol wzz b2027 JW5836	Escherichia coli (strain K12)	326	P76372
P02978	CEA1_ECOLX	reviewed	Colicin-E1	cea	Escherichia coli	522	P02978
P0A7E1	PYRD_ECOLI	reviewed	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD b0945 JW0928	Escherichia coli (strain K12)	336	P05021
P0A7E2	PYRD_ECO57	reviewed	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD Z1294 ECs1029	Escherichia coli O157:H7	336	P05021
P0ACY1	YDJA_ECOLI	reviewed	Putative NAD(P)H nitroreductase YdjA (EC 1.-.-.-)	ydjA b1765 JW1754	Escherichia coli (strain K12)	183	P24250
P0ACY2	YDJA_ECO57	reviewed	Putative NAD(P)H nitroreductase YdjA (EC 1.-.-.-)	ydjA Z2798 ECs2471	Escherichia coli O157:H7	183	P24250
P0ADU4	YGIN_SHIFL	reviewed	Probable quinol monooxygenase YgiN (QuMo) (EC 1.-.-.-)	ygiN SF3069 S3274	Shigella flexneri	104	P40718
P0ADU2	YGIN_ECOLI	reviewed	Probable quinol monooxygenase YgiN (QuMo) (EC 1.-.-.-)	ygiN b3029 JW2997	Escherichia coli (strain K12)	104	P40718
P0ADU3	YGIN_ECO57	reviewed	Probable quinol monooxygenase YgiN (QuMo) (EC 1.-.-.-)	ygiN Z4380 ECs3911	Escherichia coli O157:H7	104	P40718
P0A9K9	SLYD_ECOLI	reviewed	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Histidine-rich protein) (Metallochaperone SlyD) (Rotamase) (Sensitivity to lysis protein D) (WHP)	slyD b3349 JW3311	Escherichia coli (strain K12)	196	P30856
P0A9L2	SLYD_SHIFL	reviewed	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Metallochaperone SlyD)	slyD SF3367 S4395	Shigella flexneri	196	P30856
P0A9L0	SLYD_ECOL6	reviewed	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Metallochaperone SlyD)	slyD c4123	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	196	P30856
P0A9L1	SLYD_ECO57	reviewed	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Metallochaperone SlyD)	slyD Z4707 ECs4200	Escherichia coli O157:H7	196	P30856
P0AFQ8	YCFH_ECOL6	reviewed	Uncharacterized metal-dependent hydrolase YcfH (EC 3.1.-.-)	ycfH c1372	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	265	P37346
P0AFQ9	YCFH_ECO57	reviewed	Uncharacterized metal-dependent hydrolase YcfH (EC 3.1.-.-)	ycfH Z1739 ECs1478	Escherichia coli O157:H7	265	P37346
P0AFQ7	YCFH_ECOLI	reviewed	Uncharacterized metal-dependent hydrolase YcfH (EC 3.1.-.-)	ycfH b1100 JW1086	Escherichia coli (strain K12)	265	P37346
P00963	ASNA_ECOLI	reviewed	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA b3744 JW3722	Escherichia coli (strain K12)	330	P00963
P10346	GLNQ_ECOLI	reviewed	Glutamine transport ATP-binding protein GlnQ	glnQ b0809 JW0794	Escherichia coli (strain K12)	240	P10346
P45577	PROQ_ECOLI	reviewed	RNA chaperone ProQ	proQ yebJ yobE yoeC b1831 JW5300	Escherichia coli (strain K12)	232	P45577
P60422	RL2_ECOLI	reviewed	50S ribosomal protein L2 (Large ribosomal subunit protein uL2)	rplB b3317 JW3279	Escherichia coli (strain K12)	273	P60422
P67910	HLDD_ECOLI	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD htrM rfaD waaD b3619 JW3594	Escherichia coli (strain K12)	310	P17963
P67911	HLDD_ECO57	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD rfaD Z5046 ECs4497	Escherichia coli O157:H7	310	P17963
P03004	DNAA_ECOLI	reviewed	Chromosomal replication initiator protein DnaA	dnaA b3702 JW3679	Escherichia coli (strain K12)	467	P03004
P60906	SYH_ECOLI	reviewed	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS b2514 JW2498	Escherichia coli (strain K12)	424	P60906
P0A9D6	CYSE_ECO57	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE Z5034 ECs4485	Escherichia coli O157:H7	273	P05796
P0A9D7	CYSE_SHIFL	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE SF3646 S4122	Shigella flexneri	273	P05796
P0A9D4	CYSE_ECOLI	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE b3607 JW3582	Escherichia coli (strain K12)	273	P05796
P0A9D5	CYSE_ECOL6	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE c4429	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	273	P05796
P0A7F6	SPED_ECOLI	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD b0120 JW0116	Escherichia coli (strain K12)	264	P09159
P0A7F7	SPED_ECO57	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD Z0130 ECs0124	Escherichia coli O157:H7	264	P09159
P0A7F8	SPED_SHIFL	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD SF0117 S0119	Shigella flexneri	264	P09159
P0ADE6	YGAU_ECOLI	reviewed	Uncharacterized protein YgaU	ygaU yzzM b2665 JW2640	Escherichia coli (strain K12)	149	P39169
P0ADE7	YGAU_ECOL6	reviewed	Uncharacterized protein YgaU	ygaU c3213	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	149	P39169
P0ACP5	GNTR_ECOLI	reviewed	HTH-type transcriptional regulator GntR (Gluconate utilization system GNT-I transcriptional repressor)	gntR b3438 JW5946	Escherichia coli (strain K12)	331	P46860
P0ACP6	GNTR_ECOL6	reviewed	HTH-type transcriptional regulator GntR (Gluconate utilization system GNT-I transcriptional repressor)	gntR c4227	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	331	P46860
P0ABP9	DEOD_ECO57	reviewed	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD Z5986 ECs5343	Escherichia coli O157:H7	239	P09743
P0ABP8	DEOD_ECOLI	reviewed	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1) (Inosine phosphorylase)	deoD pup b4384 JW4347	Escherichia coli (strain K12)	239	P09743
P09147	GALE_ECOLI	reviewed	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	galE galD b0759 JW0742	Escherichia coli (strain K12)	338	P09147
P33129	HTRE_ECOLI	reviewed	Outer membrane usher protein HtrE (Heat shock protein E)	htrE b0139 JW0135	Escherichia coli (strain K12)	865	P33129
P30139	THIG_ECOLI	reviewed	Thiazole synthase (EC 2.8.1.10)	thiG b3991 JW5549	Escherichia coli (strain K12)	256	P30139
P0A8H7	YIHI_SHIFL	reviewed	Der GTPase-activating protein YihI	yihI SF3936 S3810	Shigella flexneri	169	P32130
P0A8H6	YIHI_ECOLI	reviewed	Der GTPase-activating protein YihI (GAP)	yihI b3866 JW3837	Escherichia coli (strain K12)	169	P32130
P04079	GUAA_ECOLI	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (GMPS) (Glutamine amidotransferase)	guaA b2507 JW2491	Escherichia coli (strain K12)	525	P04079
P0AFU8	RISA_ECOLI	reviewed	Riboflavin synthase (RS) (EC 2.5.1.9)	ribC ribE b1662 JW1654	Escherichia coli (strain K12)	213	P29015
P0AFU9	RISA_SHIFL	reviewed	Riboflavin synthase (RS) (EC 2.5.1.9)	ribE ribC SF1690 S1822	Shigella flexneri	213	P29015
P0AE55	BCP_SHIFL	reviewed	Putative peroxiredoxin bcp (EC 1.11.1.15) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase)	bcp SF2523 S2673	Shigella flexneri	156	P23480
P0AE53	BCP_ECOL6	reviewed	Putative peroxiredoxin bcp (EC 1.11.1.15) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase)	bcp c3008	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	156	P23480
P0AE54	BCP_ECO57	reviewed	Putative peroxiredoxin bcp (EC 1.11.1.15) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase)	bcp Z3739 ECs3342	Escherichia coli O157:H7	156	P23480
P0AE52	BCP_ECOLI	reviewed	Peroxiredoxin Bcp (EC 1.11.1.15) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase)	bcp b2480 JW2465	Escherichia coli (strain K12)	156	P23480
